"Numero_Fiche";"Bloc_Competences_Code";"Bloc_Competences_Libelle"
"RNCP36683";"RNCP36683BC04";"Mathématiques et physique-chimie"
"RNCP36683";"RNCP36683BC10";"Étude d’exécution d’un ouvrage"
"RNCP36683";"RNCP36683BC11";"Histoire des styles"
"RNCP36684";"RNCP36684BC01";"Analyse technologique et esthétique"
"RNCP36684";"RNCP36684BC03";" Organisation du poste de travail "
"RNCP36684";"RNCP36684BC02";"Dessins et réalisations techniques"
"RNCP36685";"RNCP36685BC02";"Conduire un dossier en droit des personnes, de la famille et du patrimoine familial."
"RNCP36685";"RNCP36685BC01";"Accompagner le client selon les règles déontologiques."
"RNCP36685";"RNCP36685BC03";"Conduire un dossier en droit des biens dans le domaine immobilier ou de l’entreprise."
"RNCP36686";"RNCP36686BC09";"Piloter et mesurer la performance de l'entreprise"
"RNCP36686";"RNCP36686BC04";"Mobiliser son esprit critique, savoir communiquer et transférer des compétences"
"RNCP36686";"RNCP36686BC03";"S’approprier les usages avancés et spécialisés des outils numériques"
"RNCP36686";"RNCP36686BC02";"Accompagner  le changement et communiquer dans un contexte managérial"
"RNCP36686";"RNCP36686BC01";"Piloter l'entreprise et définir son impact"
"RNCP36686";"RNCP36686BC08";"Elaborer une vision stratégique de l'entreprise"
"RNCP36686";"RNCP36686BC07";"Contrôler et Reporter les activités et résultats de l'organisation"
"RNCP36686";"RNCP36686BC06";"Déveloper et Piloter l'activité de l'entreprise et assurer son développement"
"RNCP36686";"RNCP36686BC05";"Conduire  les projets de l'entreprise et assurer le développement d'une culture managériale"
"RNCP36687";"RNCP36687BC07";"Développer sa culture managériale et sa capacité à développer son réseau professionnel dans le secteur professionnel choisi"
"RNCP36687";"RNCP36687BC05";"Elaborer une vision stratégique et tactique propre au secteur, s’appuyant sur une expertise technique avancée, respectueuse des principes de « sustainability » "
"RNCP36687";"RNCP36687BC03";"Communiquer en contexte professionnel"
"RNCP36687";"RNCP36687BC01";"S’approprier les usages avancés et spécialisés des outils numériques"
"RNCP36687";"RNCP36687BC02";"Mobiliser et produire des savoirs hautement spécialisés"
"RNCP36687";"RNCP36687BC04";"Contribuer à la transformation en contexte professionnel"
"RNCP36687";"RNCP36687BC06";"Développer une expertise professionnelle avancée permettant une insertion rapide dans le secteur choisi"
"RNCP36688";"RNCP36688BC03";"Conduire la réalisation d'un produit ou d'un service en conjugant vision globale et approche analytique dans le domaine Energie Environnement - [Bloc Optionnel 1/4]"
"RNCP36688";"RNCP36688BC02";"Concevoir un produit ou un service dans une approche systémique englobant les dimensions scientifiques, techniques, écologiques, économiques sociales et humaines"
"RNCP36688";"RNCP36688BC01";"Mener une veille stratégique pour innover dans un monde en transition"
"RNCP36688";"RNCP36688BC09";"Piloter des organisations dans un contexte international en utilisant la rigueur de l'ingénieur et sa sensibilité sociétale"
"RNCP36688";"RNCP36688BC06";"Conduire la réalisation d'un produit ou d'un service en conjugant vision globale et approche analytique dans le domaine Sciences et Technologies du Numérique - [Bloc Optionnel 4/4]"
"RNCP36688";"RNCP36688BC07";"Manager un projet dans un contexte interculturel"
"RNCP36688";"RNCP36688BC08";"Gérer, développer ou créer une entreprise en utilisant les méthodes et les connaissances scientifiques et techniques de l'ingénieur"
"RNCP36688";"RNCP36688BC04";"Conduire la réalisation d'un produit ou d'un service en conjugant vision globale et approche analytique  dans le domaine Industrie et Services - [Bloc Optionnel 2/4]"
"RNCP36688";"RNCP36688BC05";"Conduire la réalisation d'un produit ou d'un service en conjugant vision globale et approche analytique dans le domaine Ecomatériaux, Industrie et génie civil - [Bloc Optionnel 3/4]"
"RNCP36689";"RNCP36689BC01";"Elaborer la stratégie du système d’information d’une organisation"
"RNCP36689";"RNCP36689BC02";"Concevoir et développer une application web de type Front/Back Office"
"RNCP36689";"RNCP36689BC03";"Concevoir et mettre en place l’architecture du système d’information d’une organisation"
"RNCP36689";"RNCP36689BC04";"Piloter un projet de développement informatique au sein d’une organisation"
"RNCP36689";"RNCP36689BC05";"Piloter une stratégie de sécurité informatique"
"RNCP36689";"RNCP36689BC06";"Organiser la gestion de données massives à des fins d’exploitation"
"RNCP36690";"RNCP36690BC01";"Analyser la demande du client pour proposer un modèle de bijou"
"RNCP36690";"RNCP36690BC02";"Concevoir et développer des pièces de bijouterie joaillerie"
"RNCP36690";"RNCP36690BC03";"Promouvoir des propositions créatives de bijoux"
"RNCP36691";"RNCP36691BC01";"Informer et conseiller le public sur les conditions de pratique du vélo en sécurité "
"RNCP36691";"RNCP36691BC02";"Préparer et animer des séances d’apprentissage en mobilité à vélo "
"RNCP36691";"RNCP36691BC03";"Participer au fonctionnement de la structure et à son environnement"
"RNCP36692";"RNCP36692BC05";"Assurer le tutorat d’enquêteurs adjoints pour présentation devant le jury en vue de l’habilitation par le ministre"
"RNCP36692";"RNCP36692BC01";"Assurer l’établissement des coûts de revient (ECR) a posteriori des matériels d’armement pour des marchés à prix définitifs ou provisoires"
"RNCP36692";"RNCP36692BC02";"Assurer l’établissement des éléments comptables de valorisation (ECV) des industriels d’armement"
"RNCP36692";"RNCP36692BC03";"Assurer des avis sur les devis et mener des analyses de coûts a priori pour fournir des éléments de négociations"
"RNCP36692";"RNCP36692BC04";"Soutenir les exportations des industriels Français de la Défense"
"RNCP36693";"RNCP36693BC02";"Développer, tester et exploiter les procédés de mise en forme de matériaux minéraux"
"RNCP36693";"RNCP36693BC06";"Implémenter une installation industrielle de fabrication de matériaux minéraux"
"RNCP36693";"RNCP36693BC03";"Mener et développer des projets de recherche sur la caractérisation et la modélisation du comportement des matériaux en conditions de fonctionnement"
"RNCP36693";"RNCP36693BC04";"Mener et développer un projet de recherche ou d’innovation sur le développement de nouveaux procédés"
"RNCP36693";"RNCP36693BC05";"Concevoir, mettre en œuvre et développer des procédés industriels"
"RNCP36693";"RNCP36693BC01";"Développer, tester, caractériser et exploiter les matériaux minéraux "
"RNCP36694";"RNCP36694BC03";"Conduire un projet en design textile"
"RNCP36694";"RNCP36694BC02";"Produire une collection de motifs textile"
"RNCP36694";"RNCP36694BC01";"Développer une démarche de conception de projet en design textile"
"RNCP36695";"RNCP36695BC04";"Gestion des achats pour le compte d’une marque de mode et de luxe"
"RNCP36695";"RNCP36695BC03";"Participation à la stratégie de communication globale et digitale d’une marque de mode et de luxe"
"RNCP36695";"RNCP36695BC02";"Participation à la stratégie marketing d’une marque de mode et de luxe"
"RNCP36695";"RNCP36695BC01";"Commercialisation et gestion des ventes d’une marque de mode et de luxe"
"RNCP36696";"RNCP36696BC01";"Identification de la stratégie marketing digitale en lien avec la stratégie de l’entreprise"
"RNCP36696";"RNCP36696BC04";"Management d'équipe"
"RNCP36696";"RNCP36696BC03";"Contrôle et pilotage de la stratégie marketing digitale de l'entreprise "
"RNCP36696";"RNCP36696BC02";"Développement de la stratégie marketing digitale de l'entreprise "
"RNCP36697";"RNCP36697BC01";"Encadrer des salariés en insertion"
"RNCP36697";"RNCP36697BC02";"Former des salariés en situation de production"
"RNCP36697";"RNCP36697BC03";"Organiser et faire le suivi du processus de production"
"RNCP36697";"RNCP36697BC04";"Participer à la construction des parcours d'insertion des salariés"
"RNCP36698";"RNCP36698BC04";"Assurer des missions d'accueil, de sécurité et de surveillance"
"RNCP36698";"RNCP36698BC01";"Garantir la sécurité des personnes, des biens et des institutions"
"RNCP36698";"RNCP36698BC03";"Appliquer les techniques opérationnelles en intervention"
"RNCP36698";"RNCP36698BC02";"Mener des investigations et rédiger des actes judiciaires"
"RNCP36699";"RNCP36699BC02";"Piloter les budgets de fonctionnement et d’investissements d’un établissement de santé"
"RNCP36699";"RNCP36699BC01";"Planifier à cinq ans les orientations stratégiques d’un établissement de santé"
"RNCP36699";"RNCP36699BC03";"Définir et conduire la stratégie qualité - hygiène - sécurité et de certification de l’établissement de santé"
"RNCP36699";"RNCP36699BC04";"Elaborer et diriger la politique des ressources humaines dans le cadre spécifique du secteur de la santé"
"RNCP36699";"RNCP36699BC05";"Déterminer et manager la stratégie marketing et de développement d'un établissement de santé"
"RNCP36700";"RNCP36700BC01";"La préparation de l’installation d’un faisceau ou d’un meuble ou d’un sous ensemble d’un aéronef"
"RNCP36700";"RNCP36700BC02";"L’installation ou la dépose d’un faisceau d’un équipement, d’un meuble ou d’un sous ensemble d’un aéronef."
"RNCP36701";"RNCP36701BC02";"Piloter la gestion administrative, juridique, budgétaire et financière d'un projet artistique ou culturel"
"RNCP36701";"RNCP36701BC01";"Concevoir et déployer un projet artistique et culturel soutenant la stratégie de développement de l'organisation ou du commanditaire"
"RNCP36701";"RNCP36701BC04";"Gérer la relation et la coordination des parties prenantes (fournisseurs, partenaires et équipe) d'un projet culturel et artistique et garantir la qualité de la prestation finale"
"RNCP36701";"RNCP36701BC03";"Concevoir et déployer une politique de communication et de médiation auprès de partenaires, mécènes, clients, garantissant le rayonnement d'un projet artistique et culturel  "
"RNCP36702";"RNCP36702BC04";"Commercialiser un système de transport en France ou à l'international "
"RNCP36702";"RNCP36702BC01";"Concevoir un projet de transport en France ou à l'international"
"RNCP36702";"RNCP36702BC02";"Construire un système de transport et le mettre en service en France ou à l'international"
"RNCP36702";"RNCP36702BC03";"Exploiter et maintenir un système de transport en France ou à l'international "
"RNCP36703";"RNCP36703BC03";"Suivre ses clients et piloter son activité en produits de santé"
"RNCP36703";"RNCP36703BC02";"Promouvoir et vendre des produits de santé"
"RNCP36703";"RNCP36703BC01";"Elaborer un plan d'action sectoriel en produits de santé"
"RNCP36704";"RNCP36704BC01";"Encadrer le Diagnostic qualité et stratégique d'une Organisation d'Economie Sociale et Solidaire"
"RNCP36704";"RNCP36704BC04";"Manager les équipes, gérer les ressources humaines"
"RNCP36704";"RNCP36704BC03";"Piloter le système d'information et de la performance  "
"RNCP36704";"RNCP36704BC02";"Concevoir, déployer un projet social et solidaire"
"RNCP36705";"RNCP36705BC01";"Réaliser un diagnostic global et concerté"
"RNCP36705";"RNCP36705BC04";"Développer la participation des acteurs locaux"
"RNCP36705";"RNCP36705BC02";"Concevoir et piloter un projet de solidarité internationale et locale"
"RNCP36705";"RNCP36705BC03";"Renforcer les organisations de la solidarité"
"RNCP36705";"RNCP36705BC05";"Manager les ressources humaines"
"RNCP36706";"RNCP36706BC04";"Conduite de projets en lien avec l’objet social de l’association"
"RNCP36706";"RNCP36706BC01";"Mise en œuvre et coordination du plan d’action d’une association en lien avec son conseil d’administration"
"RNCP36706";"RNCP36706BC02";"Gestion administrative, financière et comptable d’une association"
"RNCP36706";"RNCP36706BC03";"Coordination de l’activité d’une équipe de salariés, de bénévoles, de partenaires dans une association"
"RNCP36707";"RNCP36707BC03";"Réaliser la mise en œuvre du second œuvre en utilisant la terre crue"
"RNCP36707";"RNCP36707BC04";"Réaliser des enduits et des éléments de finition en terre crue "
"RNCP36707";"RNCP36707BC01";"Organiser, préparer et anticiper la mise en œuvre des techniques de construction en terre crue"
"RNCP36707";"RNCP36707BC02";"Réaliser la mise en œuvre du gros œuvre avec différentes techniques de construction en terre crue "
"RNCP36708";"RNCP36708BC02";" Organisation opérationnelle de la circulation ferroviaire dans un poste de grande importance "
"RNCP36708";"RNCP36708BC01";"Préparation opérationnelle à la prise de poste et interaction avec l'environnement dans un poste de grande importance "
"RNCP36708";"RNCP36708BC03";" Direction opérationnelle de la sécurité des circulations dans les postes de grande importance et sûreté réseau "
"RNCP36708";"RNCP36708BC04";" Management opérationnel d’une équipe"
